year,name,pitcher_id,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,st_avg_speed,sv_avg_speed
2021,"Crichton, Stefan",592233,89.9,90.9,,,87,77.7,,,,
2021,"Whitley, Kodi",676831,93.7,,,84.4,84.7,,,,,
2021,"Wick, Rowan",592858,94.6,,91.9,83.7,,76.5,,,,
2021,"Knebel, Corey",608349,96.3,,,,,79.9,,,,
2021,"Milner, Hoby",571948,89.1,89,,,81.6,,,,79.4,
2021,"Ramirez, Erasmo",541640,93,92.3,88.9,83.9,85.2,80.3,,,,
2021,"Webb, Tyler",643778,90.6,90.7,,,79.6,74.6,,,,
2021,"Jackson, Jay",543351,94.8,,,84.9,89.5,,,,,
2021,"Naughton, Packy",676050,90.5,90.6,,82.9,81.7,74.5,,,,
2021,"Detmers, Reid",672282,92.9,,,85.6,83.4,73.5,,,,
2021,"Fernandez, Junior",658551,97.7,97.9,,88.5,89.6,,,,,
2021,"Reid-Foley, Sean",656887,93.7,,,84,86.7,,,,,
2021,"Feliz, Michael",593140,93.8,,,80.9,86.1,,,,,
2021,"Borucki, Ryan",621366,,95.3,,86.2,84,,,,,
2021,"May, Dustin",669160,98.3,97.8,93,,,86.6,,,,
2021,"Hess, David",605276,94,,,82,86.6,75.3,,,,
2021,"Albers, Andrew",452027,88.4,88.3,,78.1,80,68.8,,,,
2021,"Strasburg, Stephen",544931,91.9,91.7,,,86.5,79.4,,,,
2021,"Uceta, Edwin",670955,92.6,92.8,,,87.6,80,,,,
2021,"Enns, Dietrich",608650,94.2,,85.8,,84.7,75,,,,
2021,"Guenther, Sean",674944,93,,,82.5,87,,,,,
2021,"Baragar, Caleb",670056,92.8,,,82.9,,78.1,,,,
2021,"Eickhoff, Jerad",595191,90,89.7,,82.5,84,75,,,,
2021,"Cleavinger, Garrett",664076,95.8,95.5,,82.9,,,,,,
2021,"Perdomo, Angel",622780,94.3,,,82.9,88.4,,,,,
2021,"Scrubb, Andre",668687,,,93.9,87.6,,80.1,,,,
2021,"Abbott, Cory",676265,92.6,,,87.7,86.7,84.1,,,,
2021,"Anderson, Drew",623454,92.5,,,83.9,86.6,77.2,,,,
2021,"Krol, Ian",571871,93.7,93.9,87,87.3,85.1,78,,,,
2021,"De Leon, Jose",592254,93,,,79,84.3,,,,,
2021,"Lindblom, Josh",458676,90.3,90.5,86,76.1,84.2,72.9,84,,,
2021,"Martin, Corbin",656686,94.1,,,87.7,87.2,82.3,,,,
2021,"Hutchison, Drew",571800,92.4,92.5,,85.1,85.7,,,,,
2021,"Warren, Art",605521,95.2,,,86,,,,,,
2021,"Nelson, Nick",656793,96.4,,,85.4,89.2,79.9,,,,
2021,"Castano, Daniel",641447,90.4,88.6,87.3,80.4,81.4,,,,,
2021,"Brebbia, John",605154,92.9,,,81.4,88.1,,,,,
2021,"Archer, Chris",502042,92,,,87.2,85.6,83.9,,,,
2021,"Britton, Zack",502154,,92.6,,80.2,,,,,,
2021,"Lawrence, Justin",664875,,97.4,,,,,,,81.8,
2021,"Wright Jr., Mike",605541,91.9,90.1,,85.8,77,,,,,
2021,"Lovelady, Richard",663992,93.2,93.1,,86.6,,,,,,
2021,"Yardley, Eric",642233,,87,,,78.9,72.9,,,,
2021,"Ramirez, Nick",598286,90.1,89.8,87.7,84.4,79.2,78.9,,,,
2021,"Jones, Nate",518858,95.5,95.6,,87.2,89.4,,,,,
2021,"Stashak, Cody",664054,90.6,,,82.5,85.7,,,,,
2021,"Davidson, Tucker",656353,93,,,86.8,85.4,78.6,,,,
2021,"Pearson, Nate",663878,97.8,,,87,83.3,74.4,,,,
2021,"Rodriguez, Manuel",655889,97,97.2,,87.5,,,,,,
2021,"Herget, Jimmy",623474,91.8,90.5,,83.4,82.5,73.7,,,,
2021,"Abad, Fernando",472551,91.9,92.4,82.6,,75.3,76.4,,,,
2021,"Conley, Adam",543045,95.7,,,86.5,84,82.5,,,,
2021,"Miller, Justin",502522,92.8,93.1,,82.9,,,,,,
2021,"Gustave, Jandel",594311,96.8,96.7,,85.1,,,,,,
2021,"Buchter, Ryan",488748,90.5,,86.7,,,76.2,,,,
2021,"Wieck, Brad",623364,92.6,,,85.1,,73.1,,,,
2021,"Law, Derek",571882,93.7,93.7,90.1,86.5,86.1,74.8,,,,
2021,"Bukauskas, J.B.",656266,94.5,94.4,,86.1,88.9,,,,,
2021,"Warren, Austin",681810,93.8,93.5,,87.1,87.7,,,,,
2021,"Zeuch, T.J.",643615,93.3,93.5,86.8,82.8,81.7,,,,,
2021,"Garcia, Edgar",658305,93.7,94.2,,86.4,88,,,,,
2021,"Sherriff, Ryan",595411,,92,,81,85.4,,,,,
2021,"Newsome, Ljay",664714,92.6,,,,86.1,77.6,,,,
2021,"Brice, Austin",592169,92.6,92.7,,,88.5,81.8,,,,
2021,"Overton, Connor",656818,92.3,91,89.8,83,84.9,78.4,,,80.8,
2021,"Miller, Shelby",571946,93.5,,88.7,,,,,,80.2,
2021,"Duplantier, Jon",641541,91.2,91,,84.3,83.8,78.9,,,,
2021,"Barraclough, Kyle",607457,93.1,93.8,,77.2,87.1,,,,,
2021,"Burrows, Beau",663366,93.1,,,84.8,85.2,75.2,,,,
2021,"Frankoff, Seth",571676,91.3,,,87.7,84.5,78.3,,,,
2021,"Alexander, Scott",518397,,92.2,,84.3,86.2,,,,,
2021,"Margevicius, Nick",676606,89.5,88.8,,83.4,81.4,71.9,,,,
2021,"Bruihl, Justin",677865,,90.4,88.2,,,,,,78.9,
2021,"Paredes, Enoli",660600,95.3,,,84.4,,81.2,,,,
2021,"Thorpe, Lewis",626929,89.1,,,84.1,82,71.8,,,,
2021,"Heasley, Jonathan",669169,93.5,93.7,,91.6,85.1,80,,,,
2021,"Dayton, Grant",594795,91.5,88.9,,,,77.2,,,,
2021,"Wade, Konner",592831,90,90,87.6,,82.5,78.4,,,,
2021,"Junk, Janson",676083,92.5,,,,88.5,79.3,83.7,,80.5,
2021,"Menez, Conner",669214,90.9,,,82.7,,77.9,,,,
2021,"Lambert, Jimmy",669424,93.6,,,82,84.9,75.6,,,,
2021,"Phillips, Evan",623465,95.4,95.6,94.6,,85.6,,,,84.4,
2021,"Puk, A.J.",640462,95.4,96,,86.9,90.2,82.4,,,,
2021,"Milone, Tommy",543548,84.2,,,77.7,76.5,73,,,,
2021,"Emanuel, Kent",592288,,91.6,,,84.1,,,,77.7,
2021,"Yajure, Miguel",664337,90.5,90.8,87,79.2,87.7,78.1,,,,
2021,"Diaz, Jhonathan",646242,89.9,87.7,,79,81.6,74.4,,,,
2021,"Stewart, Kohl",640464,91.6,90.8,88.2,82.8,85.9,77.5,,,,
2021,"Osich, Josh",592612,93.8,93.6,87.2,74.8,81.6,,,,,
2021,"Mills, Wyatt",670090,93,92.4,,82.5,,,,,,
2021,"Sherfy, Jimmie",642073,94.1,,,80.6,88.2,72.6,,,,
2021,"Guduan, Reymin",594056,93.8,93.7,,82.9,,,,,,
2021,"Solomon, Peter",656981,92.1,,86.8,83.5,82,78.4,,,,
2021,"Ryan, Kyle",594986,88.7,88.2,86.6,,,81.4,,,,
2021,"Effross, Scott",664123,90.7,90.7,,80.5,83,,,,,
2021,"Elledge, Seth",676220,,93.9,,82.9,84.5,,,,,
2021,"Jefferies, Daulton",641726,93.2,93.5,91.3,80,87,,,,,
2021,"Williams, Taylor",592865,93.7,93.8,,83.9,,,,,,
2021,"Adam, Jason",592094,93.8,,,82.4,87.3,79,,,,
2021,"Merryweather, Julian",657240,97.5,,,88.4,81.8,80.1,,,,
2021,"Lopez, Yoan",661255,95.7,,,86.5,,,,,,
2021,"Jewell, Jake",657228,94.6,93.8,,86.2,89,,,,,
2021,"Baldonado, Alberto",593604,93.8,,,79.3,84.8,,,,,
2021,"Madero, Luis",650347,89.6,91.9,,81,84.5,,,,,
2021,"Hartlieb, Geoff",664129,93.7,94.5,,84.8,,,,,,
2021,"Waddell, Brandon",663399,92.5,92.6,,85.8,86,,,,,
2021,"Sanchez, Cristopher",650911,,93.8,,83.1,85,,,,,
2021,"Cody, Kyle",621129,95.1,95.6,,83.6,85.6,,,,,
2021,"Robertson, David",502085,91.8,,92.1,81.8,,84.2,,,,
2021,"Kazmir, Scott",431148,92.4,,,87.1,80.5,,,,,
2021,"Hicks, Jordan",663855,100.5,99.2,88.1,,,,90.2,,85.7,
2021,"Kela, Keone",605309,94.7,,,,89.5,81.6,,,,
2021,"Castro, Kervin",665645,94.5,,93.1,,,80.1,,,,
2021,"Morimando, Shawn",596049,91.1,90.8,87.2,,84,74.8,,,,
2021,"Swarzak, Anthony",461872,93,92.8,,85.9,,,,,,
2021,"Bettinger, Alec",676424,91.5,,88.2,84.1,82,74.8,,,,
2021,"Jackson, Andre",656578,92.3,,,86.1,84.1,76.2,,,,
2021,"Beasley, Jeremy",676886,95.1,,,82.8,,78.3,86.8,,,
2021,"Foley, Jason",671345,96.1,95.7,,85.8,90,,,,,
2021,"Rowen, Ben",594985,88.1,79.7,,71.4,,,,,,
2021,"Baz, Shane",669358,97,,,86.7,88.7,82.5,,,,
2021,"Sceroler, Mac",669135,92.7,,,83.4,,78.3,81.9,,,
2021,"Brasier, Ryan",518489,95.1,,,86,,77.2,,,,
2021,"Kriske, Brooks",621139,95.3,,,84,,,84.9,,,
2021,"Klobosits, Gabe",656620,94.7,,,87,,,87.9,,,
2021,"Kolarek, Adam",592473,88.7,88.6,,75.9,82,,,,,
2021,"Tyler, Kyle",667725,,,91,83.8,86,76.4,,,,
2021,"Hanhold, Eric",621098,94.9,94.6,,84.9,91,,,,,
2021,"O'Day, Darren",503285,85.5,85.2,,78.6,,,,,,
2021,"Phelps, David",475479,93.6,93.1,90.4,,86.6,81.8,,,,
2021,"Bergen, Travis",664157,92.3,,,,,81.9,,,,
2021,"Biddle, Jesse",592145,93,92.9,,82.9,,78,,,,
2021,"Knight, Dusten",643400,90.7,,85.2,,79.6,77.7,,,,
2021,"Baumann, Mike",657508,93.6,,,89.5,85.9,81.3,,,,
2021,"Hoyt, James",624586,92.3,91.2,,84.2,89.4,,,,,
2021,"Vincent, Nick",543883,89,89.4,86.3,79.3,83.4,,,,,
2021,"Sanmartin, Reiver",665665,89.5,89,,80.2,84.2,,,,,
2021,"Burdi, Zack",641420,95.8,,,88.5,90.3,,,,,
2021,"Santos, Antonio",665733,95.5,96.4,,83.9,86,79.8,,,,
2021,"Nelson, Kyle",669459,92.9,,88.9,,,,,,82.5,
2021,"Camarena, Daniel",547176,92.9,92.7,,84.9,84.3,77.8,,,,
2021,"Acevedo, Domingo",642758,92.9,91.7,,85.2,86,,,,,
2021,"Romero, JoJo",668941,94.7,94.2,85.1,83.1,85.7,,,,,
2021,"Stock, Robert",476594,96.2,,85.1,82.4,82.9,77.8,,,,
2021,"Moll, Sam",594580,94.1,93.7,,,,,,,83.9,
2021,"Hatch, Thomas",641672,94,93.6,85,,83.3,,,,,
2021,"Moran, Jovani",663558,92.5,,,79.3,82,,,,,
2021,"Reed, Jake",596082,92.6,87.6,,79.9,,,,,,
2021,"Weber, Ryan",543901,,88.7,85.7,77.8,80.8,74,,,,
2021,"Oswalt, Corey",621261,92.2,,,86.9,85.5,,,,,
2021,"Garcia, Deivi",665620,92.2,,,83.2,82.5,75.8,,,81.3,
2021,"Fiers, Mike",571666,87,86.9,,83.4,81.4,71.6,,,,
2021,"Meisinger, Ryan",664682,91.7,91.3,,83.8,84.5,,,,,
2021,"Reed, Cody",642003,92,93,,87.5,89.5,,,,,
2021,"Guerra, Javy",457915,91.7,90.8,,87.9,82.6,78.5,,,,
2021,"McCaughan, Darren",670766,87.7,88,,78.7,80.7,,,,,
2021,"Devenski, Chris",606965,91.4,,,80,80.1,73.9,,,78,
2021,"Llovera, Mauricio",661440,94.4,95.4,94.1,81.9,87.1,,,,,
2021,"Rosso, Ramon",665759,94.7,,,85.4,89.5,,,,,
2021,"Schmidt, Clarke",657376,93.1,93,,88,88.4,82,,,,
2021,"Tice, Ty",676709,94.2,95.3,,87.4,90.5,79.9,,,,
2021,"Feltner, Ryan",663372,92.4,,90.6,81.3,82.4,75.4,,,,
2021,"Ortega, Oliver",661383,96.6,,,,,82.7,,,,
2021,"Harvey, Hunter",640451,97.1,,,86.6,,83,90.5,,,
2021,"Medina, Adonis",658431,92.6,92.8,,85.7,86.4,81.3,,,,
2021,"Fry, Jace",605240,91.5,90.9,84.8,,87.6,78.5,,,,
2021,"Strahm, Matt",621381,93.1,93.3,88.1,,86.4,83,,,,
2021,"Harris, Will",501789,90.5,,90.1,,,79.7,,,,
2021,"Petricka, Jake",502593,,93.4,,85,86.8,,,,,
2021,"Weems, Jordan",607179,94.7,,,85.6,,75,86.4,,,
2021,"Krehbiel, Joey",607216,95.7,,87.3,84.2,86,,,,,
2021,"Wright, Kyle",657140,93.6,91.8,,87.1,86.8,80.6,,,,
2021,"Roark, Tanner",543699,90.7,90.4,,86.3,81.8,73.1,,,,
2021,"Crouse, Hans",668968,92.7,92.9,,85.2,84.8,,,,,
2021,"Hudson, Dakota",641712,91.6,92.1,,88.2,86.6,80.7,,,,
2021,"Northcraft, Aaron",573062,89.2,87.9,,80.9,80.5,,,,,
2021,"Nunez, Darien",628345,94.1,94.4,,78.2,80.8,,,,,
2021,"Lambert, Peter",663567,93.6,,,84.2,84.8,76.7,,,,
2021,"Perez, Francisco",660906,93,,,83,86.3,,,,,
2021,"Tropeano, Nick",607374,90.6,89.4,,78.5,80.3,,80.1,,,
2021,"Fernandez, Julian",642759,99,,,,89.3,,,,,
2021,"Gose, Anthony",543238,99.3,,,84.7,,,,,,
2021,"Rodriguez, Nivaldo",670550,92.3,90.5,,87.7,83.5,81.3,,,,
2021,"Cole, A.J.",595918,93.8,,89.7,84.8,87.6,78.2,,,,
2021,"Edwards Jr., Carl",605218,94.2,,,,,79.4,,,,
2021,"Yamamoto, Jordan",657141,91.2,89.6,86.9,79.4,85,74.2,,,,
2021,"Snead, Kirby",669912,93.6,93.1,,80.4,85.9,,,,,
2021,"Pruitt, Austin",643493,91.9,,,87.9,85.2,81.4,,,,
2021,"Coleman, Dylan",669395,98.2,98.1,,84.7,,,,,83.8,
2021,"Hunter, Tommy",488984,93.3,92,89.6,,,83.2,,,,
2021,"Avilan, Luis",501593,,89.3,,,83.5,75.7,,,,
2021,"Bolanos, Ronald",671790,95.2,95,,86.3,90.2,79.8,,,,
2021,"Speier, Gabe",642100,93.9,93.9,,83.2,88.1,,,,,
2021,"Gibaut, Ian",664139,94.9,,,88.8,84.2,,,,,
2021,"Aguilar, Miguel",620396,91.4,,,85.9,85.8,80.4,,,,
2021,"Anderson, Nick",623433,93,92.6,,,88,81,,,,
2021,"Newberry, Jake",623470,93.3,,,84.7,87.4,,,,,
2020,"Lynn, Lance",458681,94,92,89.4,,85,83.6,,,,
2020,"Bieber, Shane",669456,94.1,,89.2,84.5,88.7,83.6,,,,
2020,"Marquez, German",608566,95.9,94.7,,87.9,86.8,85.5,,,,
2020,"Giolito, Lucas",608337,94,,,84.9,80.9,77.3,,,,
2020,"Scherzer, Max",453286,94.7,,91.1,85.5,84.9,77.1,,,,
2020,"Woodruff, Brandon",605540,96.6,96.3,,88.2,86.7,83.5,,,,
2020,"Cole, Gerrit",543037,96.7,96,,88.7,88.3,83.4,,,,
2020,"Civale, Aaron",650644,91.2,91.8,87.4,82.3,85.3,75.6,,,,
2020,"Bauer, Trevor",545333,93.5,94.1,84.9,,85,79.7,,,80.6,
2020,"Darvish, Yu",506433,95.9,95.2,92.7,86.1,,77.3,90.2,,82,
2020,"Castillo, Luis",622491,97.4,97.5,,86.8,88.2,,,,,
2020,"Hendricks, Kyle",543294,87.4,87.3,,,79.7,72.1,,,,
2020,"Nola, Aaron",605400,92.8,91.8,,,84.9,78.6,,,,
2020,"Cueto, Johnny",456501,91.4,90.9,,84.8,82.5,80.5,,,,
2020,"Gibson, Kyle",502043,92.4,92.2,87.6,82.9,84.4,78.7,,,,
2020,"Senzatela, Antonio",622608,94.3,,,86.4,86.4,79.2,,,,
2020,"deGrom, Jacob",594798,98.6,,,92.5,91.4,84.1,,,,
2020,"Ryu, Hyun Jin",547943,89.8,89.1,85.5,,79.6,72.3,,,,
2020,"Freeland, Kyle",607536,92.1,91.4,,86.2,86,80.3,,,,
2020,"Gallen, Zac",668678,93.2,92.9,87,87.1,84.9,81.2,,,,
2020,"Berrios, Jose",621244,94.5,94,,,84.7,,,,,83.3
2020,"Carrasco, Carlos",471911,93.7,92.3,,86,87.7,83.4,,,,
2020,"Boyd, Matthew",571510,91.7,90.5,,79.3,79.1,74.1,,,,
2020,"Cease, Dylan",656302,97.5,,,85,82.9,79,,,,
2020,"Heaney, Andrew",571760,91.5,,,79.3,83,79.2,,,,
2020,"Wheeler, Zack",554430,96.9,96.6,89.8,,90.2,80.1,90.1,,,
2020,"Singer, Brady",663903,92.9,93.3,,83.1,87.8,,,,,
2020,"Corbin, Patrick",571578,90.2,90.1,,79.2,77.7,65,,,,
2020,"Ray, Robbie",592662,93.9,93.3,,86.6,89.5,83.6,,,,
2020,"Gonzales, Marco",594835,88.2,,84.8,,80.6,75.3,,,,
2020,"Davies, Zach",605200,88.7,88.4,86.9,,79.4,74.5,,,,
2020,"Valdez, Framber",664285,93.7,93,,,88.6,80.5,,,,
2020,"Lamet, Dinelson",659275,97,97,,86.5,,,,,,
2020,"Perez, Martin",527048,92.2,91.9,88.8,,83.7,77.7,,,,
2020,"Bundy, Dylan",605164,90,90.7,,79.9,82.2,73.5,,,,
2020,"Williams, Trevor",592866,91.5,89.7,,82.7,85.1,77.8,,,,
2020,"Burnes, Corbin",669203,96.1,96,93.1,86.7,88.9,81.1,,,,
2020,"Lester, Jon",452657,89.4,88.4,87.4,,83.3,73.4,,,,
2020,"Greinke, Zack",425844,88.1,89.7,,84.5,86.2,70.4,,,,
2020,"Webb, Logan",657277,93.1,91.8,90.6,,84.7,,,,81.5,
2020,"Lyles, Jordan",543475,92.3,91.8,,85.6,86.8,79.7,,,,
2020,"Maeda, Kenta",628317,91.6,90.8,87.2,82.9,,78.5,84.5,,,
2020,"Porcello, Rick",519144,91.6,90.1,,86.2,81.8,74.9,,,,
2020,"Minor, Mike",501985,90.6,88.2,,85.6,85.4,80.1,,,,
2020,"Gausman, Kevin",592332,95.1,,,81.9,84.3,,84.1,,,
2020,"Sanchez, Anibal",434671,89.3,89.6,87.5,83.5,69.6,76.3,81.8,,,
2020,"Gray, Sonny",543243,93,92.9,,,89.8,80.8,,,82.9,
2020,"Weaver, Luke",596133,94,,89.2,86.4,84.7,79,,,,
2020,"Canning, Griffin",656288,92.8,,88.6,86.6,87.9,82.1,,,,
2020,"Glasnow, Tyler",607192,96.9,,,,91.1,82.4,,,,
2020,"Paddack, Chris",663978,94.1,,87.9,,83.9,76.9,,,,
2020,"Turnbull, Spencer",605513,93.7,94.8,,85.3,87.2,79.4,,,,
2020,"Keuchel, Dallas",572971,88.3,87.2,84.8,75.8,78.6,,,,,
2020,"Anderson, Tyler",542881,90.3,89.5,85,,80.9,71.9,,,,
2020,"Bassitt, Chris",605135,93.3,92.6,87.8,78.2,83.6,70,,,73.2,
2020,"Mills, Alec",621219,89.8,89.9,,77.5,80.7,66.6,,,,
2020,"Duffy, Danny",518633,92.2,92.1,,82.6,83.9,75.5,,,,
2020,"Luzardo, Jesus",666200,95.5,95.4,,84,87.4,,,,,
2020,"Bubic, Kris",663460,91.4,,,,79.6,78.5,,,,
2020,"Wainwright, Adam",425794,89.2,89.3,85,,81.8,73.5,,,,
2020,"Houser, Adrian",605288,93.8,93.2,,85.6,84.9,80.5,,,,
2020,"Fiers, Mike",571666,88,88.2,,84.3,82.1,72.7,,,,
2020,"Montas, Frankie",593423,95.9,95.6,,86.1,,,86.4,,,
2020,"Eflin, Zach",621107,94.3,93.7,,88.5,87.8,79,,,,
2020,"Lopez, Pablo",641154,93.9,93.4,90.7,,87.2,78.7,,,,
2020,"Roark, Tanner",543699,90.7,90.5,,84.2,81,73.1,,,,
2020,"Fried, Max",608331,93.1,92.5,,84,83.1,74.3,,,,
2020,"Voth, Austin",608723,92,,86.5,,,78.3,86,,,
2020,"Javier, Cristian",664299,92.2,,,78.8,85.9,76.3,,,,
2020,"Kershaw, Clayton",477132,91.6,,,87.9,86.9,74.1,,,,
2020,"McCullers Jr., Lance",621121,93,93.8,91.6,,86.3,83.4,,,,
2020,"Walker, Taijuan",592836,93.2,93.1,,85.2,,74.6,89,,,
2020,"Sheffield, Justus",656954,92.5,91.9,,81.8,86.3,,,,,
2020,"Urias, Julio",628711,94.2,94,,86.3,84.9,77.2,,,,80.9
2020,"Snell, Blake",605483,95,,,87.4,87.9,80.1,,,,
2020,"May, Dustin",669160,99.1,97.9,93.6,,90.7,86.8,,,,
2020,"Keller, Brad",641745,92.8,92.3,,84.6,88.7,,,,,
2020,"Mahle, Tyler",641816,93.9,,,86.9,,81,87.3,,,
2020,"Fedde, Erick",607200,93.3,93.4,88.7,,86.7,79.5,,,,
2020,"Yarbrough, Ryan",642232,87.3,88.7,82.9,,78.6,70.9,,,,
2020,"Stripling, Ross",548389,91.7,90.1,,85.7,84.6,78.7,,,,
2020,"Manaea, Sean",640455,,90.4,84.7,77.7,82.6,,,,76.6,
2020,"Peterson, David",656849,92.1,91.8,,81.3,83.7,74.5,,,,
2020,"Cobb, Alex",502171,92.9,92.5,,,,81.7,86.9,,,
2020,"Brubaker, JT",664141,93.4,93.8,,87.5,87.9,80.6,,,,
2020,"Dunn, Justin",643290,91.2,91.1,,82.9,87.1,79.3,,,,
2020,"Young, Alex",622065,91.2,90.4,86.6,,85.2,81.6,,,,
2020,"Kikuchi, Yusei",579328,95,,92.1,83.3,86.8,,,,,
2020,"Lindblom, Josh",458676,90.1,,85.7,75.8,84.1,71.1,83.4,,,
2020,"Kuhl, Chad",641771,93.7,94,,87.7,88.2,81.3,,,,
2020,"Richards, Garrett",572070,95.1,95.3,,88.5,,80,,,,
2020,"Happ, J.A.",457918,91.6,89.3,,84.2,86.4,80.9,,,,
2020,"Plesac, Zach",668676,92.7,,,86.3,86,79.1,,,,
2020,"Tanaka, Masahiro",547888,92.3,91.5,,84,,75,87.1,,,
2020,"Castellani, Ryan",624418,92.5,89.5,,85,85.8,79.5,,,,
2020,"Anderson, Brett",474463,90.2,89.7,87.3,82.2,82.7,76.1,,,,
2020,"Dobnak, Randy",677976,92.9,91.4,,83.4,85.6,,,,,
2020,"Eovaldi, Nathan",543135,97.3,,91.3,89.2,,79.6,87.9,,,
2020,"Montgomery, Jordan",656756,92.6,92.5,89.9,,83.2,80.5,,,,
2020,"Brault, Steven",643230,92.2,91.2,,83,85,73.9,,,,
2020,"Means, John",607644,93.8,,,86.5,84.9,79,,,,
2020,"Arrieta, Jake",453562,91.9,92,,88.8,87.3,81.8,,,,
2020,"Holland, Derek",502706,92.1,92.3,,,84.3,80.7,,,,
2020,"Flaherty, Jack",656427,94,92.1,,84.4,85.7,77.3,,,,
2020,"Bumgarner, Madison",518516,88.4,88.2,83.5,,83.1,76.9,,,,
2020,"Gonsolin, Tony",664062,95.1,,,87.5,,81.7,85.1,,,
2020,"Clarke, Taylor",664199,94.3,,,86.3,88.9,79.9,,,,
2020,"Milone, Tommy",543548,86.1,86.1,,79.4,78.9,75.1,,,,
2020,"Margevicius, Nick",676606,90,,,84.2,82.2,70.3,,,,
2020,"Wojciechowski, Asher",592879,90.9,,85.7,79.7,84.5,77.9,,,,
2020,"Musgrove, Joe",605397,92.7,92,88.2,82.5,86.4,80.9,,,,
2020,"Alcantara, Sandy",645261,96.9,96.2,,87.3,90.1,82,,,,
2020,"Morton, Charlie",450203,93.4,93,85,,,78.2,85.9,,,
2020,"Gray, Jon",592351,94,94,,86.3,86.5,77.8,,,,
2020,"Allard, Kolby",663465,91.5,,86.7,,82.4,76.7,,,,
2020,"Anderson, Chase",502624,92.5,92.1,87.2,,82.5,77.2,,,,
2020,"Velasquez, Vince",592826,93.8,93,,86.5,88.3,82.8,,,,
2020,"Clevinger, Mike",605182,95.1,,88,81.7,87.2,78.7,,,,
2020,"Ponce de Leon, Daniel",594965,93.1,,88,,86.2,77.6,,,,
2020,"Weber, Ryan",543901,,88.6,86.1,77.6,81.6,74.4,,,,
2020,"Wright, Kyle",657140,94.7,94,,88.2,87.7,82.1,,,,
2020,"Lopez, Jorge",605347,94,93.5,,,86.1,81.1,,,,
2020,"Matz, Steven",571927,,94.5,,89.6,84.8,77.7,,,,
2020,"Hill, Rich",448179,87.8,85.9,83.2,,83.4,72.5,,,70.6,
2020,"Gonzalez, Gio",461829,90,89.3,,85.4,82.8,76.7,,,,
2020,"Kim, Kwang Hyun",547942,89.9,,,83.2,80.3,70.2,,,,
2020,"Lugo, Seth",607625,93.5,93.2,,87.7,87.4,78.4,,,,
2020,"Wacha, Michael",608379,93.6,93.2,88.8,,86.9,75.3,,,,
2020,"Lorenzen, Michael",547179,96.8,95.7,92.7,85,86.7,82.6,,,83.7,
2020,"DeSclafani, Anthony",543101,94.9,94.8,,86.1,88.4,81.6,,,,
2020,"Buehler, Walker",621111,96.8,97.2,92.8,87.9,,81.9,,,,
2020,"Alexander, Tyler",641302,90.5,90.7,85.9,82.6,84.5,,,,,
2020,"Sandoval, Patrick",663776,92.8,,,84.6,84.2,78.2,,,,
2020,"Bielak, Brandon",656232,93.2,,88.9,83.4,86.4,79.7,,,,
2020,"Antone, Tejay",622088,95.7,,,83.5,86.9,80.1,,,,
2020,"Skubal, Tarik",669373,94.4,,95.4,86.1,83.2,76.6,,,,
2020,"Hudson, Dakota",641712,92.6,93,,88.3,86.6,82.1,,,,
2020,"Richards, Trevor",670950,90.5,,,82.7,82.5,80.2,,,,
2020,"Tomlin, Josh",458708,88.3,87.8,85.6,,84,76.4,,,,
2020,"Teheran, Julio",527054,89.2,88.8,,81,82.3,72.9,,,,
2020,"Dunning, Dane",641540,91.8,91.9,,81.5,85.6,78.6,,,,
2020,"Anderson, Ian",666120,94.1,93.8,,,87.4,80.1,,,,
2020,"Rogers, Trevor",669432,93.6,93.8,,81,84.4,,,,,
2020,"Sanchez, Sixto",664350,98.5,96.6,89.1,85.8,89,,,,,
2020,"Godley, Zack",643327,89.9,89.4,88.6,,83.1,82,,,,
2020,"Peralta, Freddy",642547,93,,,80.2,,78.1,,,,
2020,"McKenzie, Triston",663474,92.8,,,86.3,86.8,80.1,,,,
2020,"Stratton, Chris",608717,93.2,,,86.7,86.4,80.1,,,,
2020,"Mize, Casey",663554,93.7,93.6,88.4,,,80.8,86,,,
2020,"Mazza, Chris",607391,92.4,91.8,88.5,82.2,84.8,,,,,
2020,"Garcia, Deivi",665620,91.9,,,82.5,80.6,75.3,,,,
2020,"Eshelman, Thomas",664045,85.9,86.6,,77.9,79.4,76.4,,,,
2020,"Fulmer, Michael",605242,93.2,93,87.6,,86.7,77.8,,,,
2020,"Gomber, Austin",596295,92.5,,,85.9,83.3,76.3,,,,
2020,"Cisnero, Jose",542585,96.3,95.4,,86.7,90.8,,,,,
2020,"Suter, Brent",608718,85.4,87.1,,,81.2,73.2,,,,
2020,"Mayers, Mike",594577,94.2,,90.3,85.3,,77,,,,
2020,"Barria, Jaime",642545,92.1,92.2,,83.9,84.3,,,,,
2020,"Valdez, Phillips",570488,,92.2,,81.5,85,,,,,
2020,"Barlow, Scott",605130,94.9,95.6,,83.5,,78.1,,,,
2020,"Brewer, Colten",605155,94,94.7,93.8,89.1,85.6,80.8,,,,
2020,"Quantrill, Cal",615698,94.9,94.9,,86.1,85.5,,,,,
2020,"Lopez, Reynaldo",625643,94.2,,,82.7,83.5,80.1,,,,
2020,"Yamaguchi, Shun",685493,90.8,,,81.6,,71.3,84.8,,,
