year,name,pitcher_id,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,st_avg_speed,sv_avg_speed
2023,"Hernandez, Jose E.",669796,94.6,,,82.9,88.7,,,,,
2023,"Cueto, Johnny",456501,92.2,92.2,88.2,86.1,84.1,76,,,,
2023,"Dominguez, Seranthony",622554,97.5,98,,90,90.9,,,,,
2023,"Middleton, Keynan",641871,95.5,,,85.8,87.7,,,,,
2023,"Vesia, Alex",681911,94.4,,,85.9,86.4,,,,,
2023,"Vasquez, Andrew",607755,89.1,88.5,,80.6,83.2,76.1,,,,
2023,"Hentges, Sam",656529,95.6,95.3,,87.8,,79.9,,,,
2023,"Davidson, Tucker",656353,91.4,90.4,,84.8,,,82.6,,79.6,
2023,"Lauer, Eric",641778,90.8,,86.7,82.6,82.8,75.3,,,,
2023,"Loup, Aaron",571901,91.5,92.1,83.5,,79.7,75.7,,,,
2023,"Cosgrove, Tom",676680,92,91,,,85,,,,76.2,
2023,"Munoz, Andres",662253,99.2,98.4,,88.4,,,,,,
2023,"Sborz, Josh",622250,96.9,,,88.6,,85.2,,,,
2023,"Rogers, Taylor",573124,,93.6,88.5,,,,,,79.4,
2023,"Moore, Matt",519043,94,,,,84.2,84.3,,,,
2023,"Ryu, Hyun Jin",547943,88.6,87.7,85.1,,78.1,68.9,,,,
2023,"Coulombe, Danny",543056,91.4,91.1,86,,77,80.1,,,82,
2023,"Schreiber, John",670167,93.2,92.7,90,,88.1,,,,80.9,
2023,"Ruiz, Jose",614179,96.5,96.2,,,89.6,85.7,,,,
2023,"Gonzales, Marco",594835,89,88.8,85.9,,79.9,79.3,,,,
2023,"Mayza, Tim",641835,,93.4,,86.2,,,,,,
2023,"Lynch IV, Daniel",663738,92.6,92.4,,87.6,84.1,80.7,,,,
2023,"Almonte, Yency",622075,96,95.8,92.8,,88.9,,,,83.1,
2023,"Armstrong, Shawn",542888,94.5,94.7,91.4,85.2,,,,,,
2023,"Saucedo, Tayler",642048,92.9,92.3,,82.6,86,77.1,,,82.6,
2023,"Baker, Bryan",641329,95.7,,,85.8,79.8,,,,,
2023,"Speier, Gabe",642100,95.1,94.4,,84.4,88.4,,,,,
2023,"Vest, Will",676684,95.3,95.1,,86.1,87.3,,,,,
2023,"Long, Sam",669674,94,,,84.8,83.9,77.4,87,,,
2023,"May, Trevor",543507,94.7,,,84.4,87.8,,,,81.5,
2023,"Feltner, Ryan",663372,94.8,94.3,,88.6,84.1,79.7,,,,
2023,"Shaw, Bryan",543766,,93.9,93.8,83.5,83.3,81.7,,,,
2023,"Machado, Andres",600921,96.6,96,,88.4,89.7,,,,,
2023,"Urena, Jose",570632,95.4,95,,86.2,87.4,,,,,
2023,"Kuhl, Chad",641771,93.4,93.7,88.9,85.4,87,78.7,,,80.9,
2023,"Martinez, Seth",661527,91.1,90.2,,,86.2,,,,79.3,
2023,"Stephenson, Robert",596112,96.8,,88.7,84.8,,77.2,88.8,,,
2023,"Fleming, Josh",676596,91.5,90.3,,,82.9,76.5,,,,
2023,"Pruitt, Austin",643493,91.7,91.3,,87.7,87.1,81.2,,,80.1,
2023,"Moran, Jovani",663558,93.3,,,81.8,83.2,,,,,
2023,"Alvarado, Jose",621237,,98.7,93.1,,,,,,,
2023,"Shreve, Chasen",592741,90.5,,,87.1,,,82,,83.1,
2023,"Pearson, Nate",663878,97.9,,,87.4,,80.4,,,,
2023,"May, Dustin",669160,97.3,96.6,93,,90.9,86.3,,,,
2023,"Covey, Dylan",592229,95.6,95.1,92.4,87.7,85.9,,86.7,,84.8,
2023,"Fairbanks, Pete",664126,98.9,,,86.8,94.1,,,,,
2023,"Butto, Jose",676130,93.8,92.9,,86.2,85.5,80,,,,
2023,"Karinchak, James",675916,94.8,,,,,82.8,,,,
2023,"Beeks, Jalen",656222,94.3,,85.7,81.8,89.6,,,,,
2023,"Martin, Chris",455119,95.7,94.9,92.3,86.3,,,88.2,,85,
2023,"Jansen, Kenley",445276,,95.3,94.3,84.1,,,,,,
2023,"Rucker, Michael",621074,94.6,94,89.5,85.8,90.5,80.8,,,,
2023,"Hill, Tim",657612,90.5,88.6,87.9,83.3,,,,,,
2023,"Ramirez, Yohan",670990,97.8,95.1,,,89.7,,,,82.8,
2023,"Kelly, Joe",523260,99,98.9,,91.6,89.2,89.4,,,,
2023,"Zerpa, Angel",672582,94.5,94.6,,86.2,86.9,,,,,
2023,"Chargois, JT",608638,95.8,96.3,,86.3,,,,,,
2023,"Abbott, Cory",676265,92.3,,,87,,84.7,,,,
2023,"Marte, Yunior",628708,98.4,97.6,,86.9,,,,,,
2023,"Lucchesi, Joey",664192,,90,90.4,,81.8,77.9,,,,
2023,"Alexander, Scott",518397,,92.8,,83,85.9,,,,,
2023,"Gaddis, Hunter",683769,93.4,,89,85.3,81.2,75.5,,,,
2023,"Kahnle, Tommy",592454,95.3,94.3,,85,88.8,,,,,
2023,"Ward, Thaddeus",663658,93.5,93.2,87.6,,88.1,,,,81,
2023,"Brigham, Jeff",656257,93.5,,89.9,,,,,,82.4,
2023,"Devenski, Chris",606965,94,,,81.8,83.3,77.5,,,79.1,
2023,"Alexander, Tyler",641302,89.9,89.8,86.4,81.3,82.7,,,,,
2023,"Lambert, Jimmy",669424,94,,,85.6,85.5,76.1,,,,
2023,"Brebbia, John",605154,94.5,,,82.8,89.2,,,,,
2023,"Rasmussen, Drew",656876,95.7,95.1,88.1,,,80,,,84.5,
2023,"Jameson, Drey",686753,97,95,,85.4,89.1,80.8,,,,
2023,"Waldron, Matt",663362,91.3,91.3,86.7,,,,,76.6,79.8,
2023,"Rom, Drew",680723,90.6,87.4,,,,,83.6,,79.4,
2023,"Soriano, Jose",667755,98.9,97.7,,89.9,,86.8,95.6,,,
2023,"Vasquez, Randy",681190,94.4,94.2,87.7,,87.8,79.7,,,80.9,
2023,"Miller, Shelby",571946,93.5,,,,,,85.6,,82.1,
2023,"Voth, Austin",608723,93.2,,89,,,77.3,,,82.9,
2023,"Keuchel, Dallas",572971,,87.4,84.8,78.3,80.3,,,,,
2023,"Wantz, Andrew",681806,94,,89.4,,87.7,,,,83.8,
2023,"Ramirez, Nick",598286,90.4,89.1,,85.5,79.1,75.7,,,79.2,
2023,"Pepiot, Ryan",686752,94,,,88.8,86.3,,,,,
2023,"Strzelecki, Peter",657265,92,91.1,90.5,80.9,83.8,,,,,
2023,"White, Brendan",686839,94.4,93,,86.7,,,87.2,,83.1,
2023,"Velasquez, Vince",592826,93.2,92.9,,83.2,88.6,80.6,,,,
2023,"Lodolo, Nick",666157,93.2,93.4,,,87.3,79.6,,,,
2023,"Hartwig, Grant",701643,,94.7,93.3,,86.3,,,,82.5,
2023,"Brieske, Beau",689225,96.6,96,,87.3,88.8,,,,,
2023,"Llovera, Mauricio",661440,,94.5,90.4,82.7,,,,,,
2023,"Suarez, Jose",660761,92.3,90.8,88.1,85.1,82,,,,78,
2023,"Mlodzinski, Carmen",669387,95.7,94.8,91.9,,89.4,,,,84,
2023,"Hollowell, Gavin",668970,93.4,94.1,84.7,,,,,,82.4,
2023,"Miller, Mason",695243,98.3,,94.4,86,91.3,,,,,
2023,"Helsley, Ryan",664854,99.7,,,89,,82.1,,,,
2023,"Lamet, Dinelson",659275,94.8,95,,85.9,90.4,,,,,
2023,"Davis, Noah",663562,91,93.5,88.4,83.8,84.7,78.4,,,,
2023,"Megill, Trevor",656730,99.1,,,,,85.8,,,,
2023,"Anderson, Grant",681982,93,92.9,,85.3,86.8,,,,,
2023,"Winn, Keaton",676775,95.9,95.5,,85.9,,,88.7,,,
2023,"Harrison, Kyle",690986,93.6,,,87.5,86.6,,,,,82.2
2023,"Koch, Matt",571863,93.8,,89.6,82.4,,,,,,
2023,"Wicks, Jordan",696136,92.1,91.3,89,82,81.3,78.2,,,,
2023,"Kauffmann, Karl",666154,90.3,90.1,88.2,83.8,85,,,,,
2023,"Chavez, Jesse",445926,,90.9,88.5,,84.8,75.9,,,,
2023,"Cox, Austin",680735,91.5,,86.7,83.4,82.9,77.8,,,,
2023,"Wright, Kyle",657140,93.3,92.7,,87.1,88.3,84,,,,
2023,"Duarte, Daniel",650960,95.6,94.2,91.4,83.5,90,,,,,
2023,"Mantiply, Joe",573009,90,89.5,,,81.9,80.3,,,,
2023,"Kowar, Jackson",663804,96.9,,,86,86.6,,,,,
2023,"Dodd, Dylan",689266,92.1,,85.3,81.8,82.9,,,,,
2023,"Edwards Jr., Carl",605218,93.6,95.1,,,89.9,79.5,,,,
2023,"Ferrer, Jose A.",678606,95.5,,88,82.3,85.4,,,,,
2023,"Winder, Josh",680739,94.5,94.7,,85.1,89,80,,,83.3,
2023,"Turnbull, Spencer",605513,92.9,93.4,,83.8,87.5,78.6,,,,
2023,"Criswell, Cooper",681867,,88.4,84,82,83.5,,,,76.2,
2023,"Hernandez, Jonathan",642546,,97.5,,87.3,90,,,,,
2023,"Battenfield, Peyton",685410,90.8,,87.3,,84.7,79.7,,,,
2023,"Anderson, Nick",623433,94.2,94.1,,,,80.7,,,,
2023,"Romero, JoJo",668941,95.1,94.7,87.6,84.3,85.9,,,,,
2023,"Stone, Gavin",694813,94,94.6,90.5,85.8,85.8,79.5,,,,
2023,"Brogdon, Connor",641401,94.7,,87.5,,83.2,,,,,
2023,"Rosenberg, Kenny",670046,90.7,,83.7,,80.6,77.5,,,78.7,
2023,"La Sorsa, Joe",686747,92.6,88.1,,74.9,82.1,,,,,
2023,"Francis, Bowden",670102,94.4,,,85,,74.3,84.5,,,
2023,"Frias, Luis",666818,96.1,96.5,90.5,83.8,89.3,,,,,
2023,"Soroka, Michael",647336,93.2,92.5,,83.1,82,,,,,
2023,"Winans, Allan",642216,90,89.6,,78.8,82.9,,,,,
2023,"Borucki, Ryan",621366,,94,,87.8,84.6,,,,82.4,
2023,"King, John",667463,93.7,93.7,,85.1,84.1,,,,,
2023,"Jackson, Luke",592426,94.4,,,87.2,,82.9,,,,
2023,"Garcia, Robert",676395,94.3,,,83.9,88.1,,,,,
2023,"Suarez, Andrew",605498,92.3,91.6,,84.5,83.6,74.5,,,,
2023,"Uribe, Abner",682842,100.7,99.4,,89.4,,,,,,
2023,"Hjelle, Sean",663546,95.1,94.8,,,89.5,85.6,,,,
2023,"Faucher, Calvin",676534,,95,91.1,,,84.6,,,87.2,
2023,"Cordero, Jimmy",622772,98.9,97.3,,86.8,90.7,,,,,
2023,"Gonzalez, Victor",624647,,94.6,,86.1,87.1,,,,,
2023,"Herget, Jimmy",623474,92.7,91.7,,85.2,85.7,77.2,,,,
2023,"Herrin, Tim",682120,96.6,96.1,,88.1,,83.5,,,,
2023,"Headrick, Brent",687396,91.7,,,80,82,,,,,
2023,"Palencia, Daniel",694037,98.4,98.8,,89.6,87.2,84,,,,
2023,"Nogosek, Stephen",668665,94.2,,88.3,84.9,86.9,78.4,,,78.8,
2023,"Perdomo, Angel",622780,94,,,83.9,90.6,,,,,
2023,"Thielbar, Caleb",573204,93.1,,,88.4,,73.6,,,80.3,
2023,"Campbell, Isaiah",663462,95,95.1,91.8,86.5,,,,,82.1,
2023,"Thompson, Keegan",624522,93.7,93.5,89.3,83.5,89.8,81.9,,,84.1,
2023,"Garrett, Amir",607237,95.1,94.7,,86,,,,,,
2023,"Hatch, Thomas",641672,94.7,94.8,87.9,,85.5,,,,,
2023,"Wittgren, Nick",621295,92,91.8,87.4,83,85,,,,,
2023,"Garcia, Luis",677651,92.7,,85.3,78.4,84.4,76.2,,,,
2023,"Cessa, Luis",570666,91.9,92,,81.2,86.3,,,,,
2023,"Neal, Zach",594943,89,89.2,86.2,,82.4,69.8,,,,
2023,"Willingham, Amos",686294,95.8,95.3,90.1,85.5,88.3,,,,,
2023,"Thornton, Trent",663423,94.1,93.6,,87.8,,80.2,,,79.6,
2023,"Bleier, Richard",542947,88.9,88,86,77.3,,,78.5,,,
2023,"Bellatti, Andrew",571479,94.1,,,86,88.7,,,,,
2023,"Mayers, Mike",594577,92.9,91.7,88.6,83.9,85.8,75.9,,,,
2023,"Bolton, Cody",675989,95.2,,,,91.7,,,,83.6,
2023,"Smith-Shawver, AJ",700363,94.5,,,84.9,86.1,76.8,,,,
2023,"Akin, Keegan",669211,93.6,,,86.1,85.4,71.9,,,,
2023,"deGrom, Jacob",594798,98.7,,,91.8,91.4,84.8,,,,
2023,"Suarez, Robert",663158,97.7,97.3,89.6,86.7,89.7,,,,,
2023,"Lawrence, Casey",596271,89.7,89.3,84.8,81.1,82.8,77.3,,,79.9,
2023,"Thompson, Ryan",657044,91.3,90.4,,78.2,82.6,,,,,
2023,"Jackson, Jay",543351,93.3,92.6,,84.7,,,,,,
2023,"Stewart, Brock",592779,97.3,96.6,93.2,,88.9,,,,84.7,
2023,"Bruihl, Justin",677865,,88.4,87.1,,,,,,78.5,
2023,"Selby, Colin",681882,96.6,96.6,,88.4,,82.7,,,,
2023,"Jacques, Joe",682175,93.1,91.3,,77.3,84.9,,,,77,
2023,"Kerr, Ray",678061,95.9,,,,,82.5,90.9,,,
2023,"Mahle, Tyler",641816,92.6,,84.7,83.8,,,84.9,,,
2023,"Cecconi, Slade",677944,94.1,,,83,81.7,73.2,80.8,,,
2023,"Herget, Kevin",643361,92.2,92.2,89.1,83.6,83.3,76.3,,,81.2,
2023,"Sands, Cole",663485,93.8,92.9,88.5,,,80.4,86.2,,,
2023,"Oller, Adam",670124,93.7,,88.8,,86.7,,,,,83.3
2023,"Carasiti, Matt",571539,95,95.3,91.5,,,,,,,
2023,"Jimenez, Dany",666204,93.3,,,81.5,,,,,,
2023,"Varland, Gus",681402,95.6,,,88.9,89.4,,,,,
2023,"Barnes, Matt",598264,93.4,,,,,83.4,87.9,,,
2023,"De Los Santos, Yerry",660787,,95,,86.4,89.3,,,,,
2023,"Robertson, Nick",687798,95.3,,,85,88.2,,,,83,
2023,"Balazovic, Jordan",666364,95.1,,,86.3,88.6,81.7,,,,
2023,"Lee, Dylan",669276,91.8,,,83.3,85.6,,,,,
2023,"Zastryzny, Rob",642239,93,,88,,81.5,,,,82.2,
2023,"Ort, Kaleb",672391,95.8,,91.4,,90.7,,,,84,
2023,"Patino, Luis",672715,95,94.4,,86.3,85,79.8,,,,
2023,"Coleman, Dylan",669395,95.2,,90.1,,,,,,80.8,
2023,"Phillips, Connor",683175,96.4,,,,91.2,82.2,,,84.4,
2023,"Peralta, Sammy",671111,89.8,,,82.3,81.7,,,,77.5,
2023,"Lovelady, Richard",663992,90.8,91,,85.9,86.1,,,,,
2023,"Jackson, Zach",667427,93.1,,,83.9,91.7,,,,,
2023,"Hall, DL",669084,95.6,,,88,84.5,81,,,84.6,
2023,"Cimber, Adam",643256,85.2,85.1,,74.8,,,,,,
2023,"Jarvis, Bryce",686826,95.4,94.3,,84.5,84.4,81.5,,,,
2023,"Plesac, Zach",668676,91,,,84.7,83.6,78.8,,,,
2023,"Snider, Collin",676092,94.8,95.7,91.5,84.9,90.2,,,,82.6,
2023,"Hunter, Tommy",488984,92.4,92,90.1,,86.3,83.6,,,,
2023,"Walter, Brandon",687888,91.8,91.2,86.9,78.6,82.7,,,,79.8,
2023,"Reyes, Denyi",660593,91.8,91,86.6,78.5,84.8,,,,,
2023,"Guerra, Javy",642770,97.8,97.4,,88.7,,,,,83.6,
2023,"Mears, Nick",683232,95.8,,,85.1,89.5,80.4,,,,
2023,"Adams, Austin",613534,94,,,88.1,,,,,,
2023,"Smeltzer, Devin",656970,89,,83.6,,82.5,74.6,,,77.7,
2023,"Staumont, Josh",622251,95.6,96.5,,85.8,,81.8,,,,
2023,"Doyle, Tommy",656382,94,94.3,90.4,86.9,,,,,,
2023,"Garza, Justin",621057,93.4,94.6,88.3,84.1,84.8,,,,,
2023,"Rucinski, Drew",607968,89,89.1,,84.2,83.6,78.8,,,,
2023,"Bumgarner, Madison",518516,89.5,,86.2,,84.3,77.2,,,,
2023,"Harris, Hobie",665048,94.1,,88.1,,,,84.6,,,
2023,"Garrett, Reed",657585,96.3,95.9,90.8,,,84.9,87.5,,86,
2023,"Rutledge, Jackson",671131,95.8,94.8,,85.1,89,80.2,,,,
2023,"Weissert, Greg",669711,94.3,94.1,91.3,,84.5,,,,80.4,
2023,"Castillo, Max",666721,93.4,,,83.6,87.1,,,,,
2023,"McArthur, James",663704,92.7,94.1,91.7,86.4,,82.2,,,,
2023,"Taylor, Josh",657031,92.8,93,,85.2,,78.4,,,,
2023,"Ramsey, Lane",682010,94.5,,,86.6,,,,,,
2023,"Means, John",607644,91.7,,,85.4,80.9,77.6,,,,81.6
2023,"Scott, Tayler",605463,94,93.8,,84.1,87.3,,,,,
2023,"Boxberger, Brad",502202,91.1,,,86.6,81,,,,,
2023,"Underwood Jr., Duane",621249,93.6,93.6,92.5,,88.7,83.2,,,,
2023,"Gipson-Long, Sawyer",687830,93.6,92.4,87.6,82.4,85.8,,,,,
2023,"Richardson, Lyon",680689,96.5,95.1,,84.5,88.1,79.4,,,,
2023,"Carlton, Drew",656290,92.2,91.2,,82.6,84.9,,,,,
2023,"Rogers, Trevor",669432,93.2,92.6,,82.6,85.7,,,,,
2023,"Bass, Anthony",542914,94.4,94.5,,85.4,,,86.8,,,
2023,"Alcala, Jorge",660896,96,94.7,,88,88.8,,,,,
2023,"Tapia, Domingo",593619,97.4,96.6,,88.2,88.9,,,,,
2023,"Bachman, Sam",696147,,96.9,,88,90,,,,,
2023,"Kennedy, Ian",453178,92.4,,84.3,,,79.5,84.7,,,
2023,"Hearn, Taylor",621368,95.6,94,,86.9,90.2,,,,,
2023,"Kennedy, Brett",664028,92.9,91.9,,83.8,83.6,,,,,
2023,"Sanmartin, Reiver",665665,90.2,89.7,,79.7,84.5,,,,,
2023,"Hill, Garrett",682051,93.7,93.8,,85.2,84.7,80,,,,
2023,"Wingenter, Trey",622259,95.8,,,84.1,,,,,,
2023,"Perez, Francisco",660906,92.3,91.4,,81.6,86.8,76.1,,,,
2023,"Naile, James",664942,92.6,91.7,86.9,,86.3,83.1,,,,
2023,"Heller, Ben",621294,95.5,94.8,89.4,,84.4,,,,78.4,
2023,"Vines, Darius",670241,89.8,,85.3,80.6,81.1,,,,,
2023,"Marquez, German",608566,95.7,94.8,,88.5,85.8,86.4,,,,
2023,"Curtiss, John",595928,93.6,,,86.4,87,,,,,
2023,"McKenzie, Triston",663474,92.4,,,85.2,,78.8,,,,
2023,"Ortiz, Luis F.",656814,95.1,94.5,,86.1,87.3,79.6,,,81.6,
2023,"Kinley, Tyler",641755,96.5,96.4,,91.1,88,,,,,
2023,"Crochet, Garrett",676979,96.2,,,85.9,90.7,,,,84.7,
2023,"Spiers, Carson",686730,93.2,92.8,88.6,,85.1,,,,82.4,
2023,"Garcia, Deivi",665620,94.8,,89.1,81.9,84.6,77,,,80.6,
2023,"Tarnok, Freddy",676206,95.2,,,86.3,85.8,79.8,,,,
2023,"Luetge, Lucas",476595,87,,86.6,,,73,,,76.4,
2023,"De Leon, Jose",592254,93.8,,86.9,79.6,84.9,,,,,
2023,"Newcomb, Sean",656794,93.4,92.4,90,,84.6,79.2,,,,81.6
2023,"Rodriguez, Yerry",666720,97.2,96.8,,84.1,85.9,,,,,
2023,"Kelley, Trevor",665001,,89.1,,81.5,79.3,,,,76,
2023,"Kelly, Michael",547184,95,94.6,,88.2,,,,,83.3,
2023,"Felipe, Angel",665734,95.4,94.7,,83.4,85.9,,,,,
2023,"Bazardo, Eduard",660825,94.3,94.6,,82.6,,,89,,,
2023,"Garcia, Rico",670329,95.2,,,,85.8,82.9,,,,
2023,"Bubic, Kris",663460,91.7,,,83.6,82.2,80.9,,,,
2023,"Gilbert, Tyler",656457,92.5,92.1,88.9,,,80.4,84.8,,,
2023,"Crismatt, Nabil",622503,88.7,88.1,,84,81.3,72.8,,,,
2023,"Norris, Daniel",596057,88.8,,,81.9,82.9,,,,78,
2023,"Familia, Jeurys",544727,94.4,93.8,,86.3,,,89,,,
2023,"Mushinski, Parker",656786,93.1,93.1,89.5,,,81.7,,,80.9,
2023,"White, Mitch",669952,93.9,,,88.4,86.6,80.3,,,85.2,
2023,"Smith, Chad",663385,,94.9,,85.2,88.8,,,,,
2023,"Cruz, Steven",674444,97.7,97.3,93.5,89.4,,,,,,
2023,"Kay, Anthony",641743,94.6,,,88.4,86.8,,,,81.4,
2023,"Misiewicz, Anthony",664948,93,,88,82.9,,78.8,,,,
2023,"Boyle, Joe",671212,97.8,,,88,,81.5,,,,
2023,"Hughes, Brandon",676714,93.3,93.2,,83.1,,,,,,
2023,"Ortega, Oliver",661383,95.3,95.7,,84.3,,82.3,,,83.8,
2023,"Salazar, Eduardo",674285,93.5,93.1,,86.1,86.8,,,,,
2023,"Estrada, Jeremiah",669093,95.7,,,83.1,87,75.9,,,,
2023,"Martinez, Justin",679885,100.6,,,89.6,,,88.5,,,
2023,"Solomon, Peter",656981,93.2,,88.7,85,84.3,80,,,,
2023,"Loaisiga, Jonathan",642528,97.9,97.8,,,90.3,86.2,,,,
2023,"Legumina, Casey",668984,94.3,,,85,87.9,,,,80.4,
2023,"Yacabonis, Jimmy",642231,,93.1,,,85.7,,,,82.1,
2023,"Tepera, Ryan",572193,91.6,93,,84.5,86.4,,,,80.3,
2023,"Weiss, Zack",592848,94.1,,88.3,83.8,,,,,,
2023,"Stephens, Jackson",623451,93.5,92.7,90.7,89,84.9,75,,,,
2023,"De Jong, Chase",608328,92.1,,,83.5,,76.6,85.5,,,
2023,"Stoudt, Levi",686651,94.4,,,84,82.4,78,,,,
2023,"Miller, Tyson",668338,91,91.3,,82.1,87.4,80.2,,,,
2023,"Murfee, Penn",682171,87.8,88.2,,,,,,,78.9,
2023,"Heasley, Jonathan",669169,94.7,,,82.5,86,79.8,,,83.2,
2023,"Santana, Dennis",642701,95.2,94.8,88.3,83.5,88,,,,,
2023,"Walker, Josh",677020,94.6,,,,87.3,83,,,,
2023,"Daniel, Davis",669721,93.4,,,82,85.6,75.5,,,,
2023,"Reyes, Gerardo",622103,96.5,95.2,,83.1,,,,,,
2023,"Rodriguez, Joely",570257,91.2,91.2,,83.3,86.4,,,,,
2023,"Zimmermann, Bruce",669145,90.1,90.2,,84.8,84.6,81.3,,,,
2023,"Mejia, J.C.",650496,95.2,95.8,,85.3,,,,,,
2023,"Cleavinger, Garrett",664076,95.2,94.6,,81.3,,,,,,
2023,"Springs, Jeffrey",605488,91.7,,,85.1,80.3,,,,79.2,
2023,"Barnes, Jacob",606930,94.8,,89,84,87.5,,,,,
2023,"Diaz, Miguel",622766,95.1,94.4,,84.6,88.7,,,,83.6,
2023,"Adcock, Ty",686654,96.6,,,86.5,,,,,,
2023,"Patton, Spencer",607359,91.3,89.7,,81.4,,,84.1,,,
2023,"Vespi, Nick",663989,,90,89,83.4,,80.4,,,,
2023,"Joyce, Ben",690829,100.9,,,87.6,,,,,79.4,
2023,"Cousins, Jake",664776,94.6,94.8,,81.8,,,,,,
2023,"Overton, Connor",656818,91.1,90.6,88.7,81.7,84.5,,,,80.7,
2023,"Pop, Zach",647315,,95.8,,85.6,,,,,,
2023,"Allard, Kolby",663465,90.5,,82.9,,82.6,72.6,,,,
2023,"Festa, Matt",670036,91.8,,88.8,,,,,,82.7,
2023,"Green, Chad",643338,95.5,,,85.5,87.9,,,,,
2023,"Kuhnel, Joel",669270,94.2,94.8,,85.5,89.1,,,,,
2023,"Bush, Matt",456713,94.4,93.9,,,,77.1,,,80.3,
2023,"Hancock, Emerson",676106,92.5,92.7,,86.7,84.5,,,,,
2023,"Lopez, Jacob",682052,90.8,90.2,,78.8,83.5,,,,,
2023,"Cronin, Declan",686539,93.5,93.5,,86.5,,,,,83.8,
2023,"Snead, Kirby",669912,92.9,92.8,,81.7,87.8,,,,,
2023,"Funderburk, Kody",681892,,93.3,91.6,82.5,87.8,,,,,
2023,"Otto, Glenn",657248,93.7,94.6,,,,80.1,,,82.2,
2023,"Gillaspie, Logan",670810,95.6,,,86.1,88.1,82.7,,,83.6,
2023,"Kittredge, Andrew",552640,93.7,94.6,,88.5,,,,,,
2023,"Vodnik, Victor",680767,97.1,,,85.2,88.9,,,,,
2023,"Weber, Ryan",543901,,88.2,,78.4,76.7,,,,,
2023,"Kelly, Zack",677161,94.5,,,85.9,82.3,,,,,
2023,"Crowe, Wil",640444,93.6,,,87.9,85.9,,,,86.5,
2023,"Acevedo, Domingo",642758,92.8,91,,84.7,86.4,,,,,
2023,"Stratton, Hunter",676702,95.8,,90.7,84.8,,,,,,
2023,"Logue, Zach",656657,91.1,89.6,86.2,,84,79.8,,,,
2023,"Marte, Jose",665896,95.2,95,89.4,84.5,91.3,,,,,
2023,"Dubin, Shawn",681869,95.2,,90.1,,88.4,81.8,,,84.5,
2023,"Justice, Evan",687145,94.3,95.7,,80.9,,,,,,
2023,"Then, Juan",672730,94.7,94,,86.8,88.8,,,,,
2023,"Sweet, Devin",682967,92.9,,,86.5,77.4,,,,,
2023,"Estes, Joey",683155,93.1,,85.6,78.8,86.2,,,,80.3,
2023,"Morris, Cody",663752,95.2,,88.9,,82.8,79.4,,,,
2023,"Reid-Foley, Sean",656887,96.1,,,85.7,88.8,,,,,
2023,"Hudson, Bryan",663542,92,,85.6,,,,,,79.4,
2023,"Milone, Tommy",543548,86.6,,,76.9,79,,,,,
2023,"Castillo, Diego",650895,93.8,93.3,,86.5,88.2,,,,,
2023,"Quijada, Jose",650671,94.4,,,84.3,87.6,,,,,
2023,"Morejon, Adrian",670970,95.3,,,86,89.2,78.5,,,,
2023,"Diaz, Jhonathan",646242,90.8,88.1,,80.6,81.9,76.7,,,,
2023,"Banda, Anthony",607455,95.3,95.2,90.4,86.4,88.3,,,,,
2023,"Suero, Wander",593833,91.3,,90.6,,83.9,76.7,,,,
2023,"Fulmer, Carson",608334,93,92.8,,87,86.4,81.4,,,,
2023,"Barraclough, Kyle",607457,91.1,90.6,89.1,77,86,,,,,
2023,"Saalfrank, Andrew",685314,,92.4,,,,83.8,,,,
2023,"Navarro, Edgar",679346,,93.7,,80.9,88.2,,,,,
2023,"Bradley, Archie",605151,93,92.7,,,84.7,80.1,,,,
2023,"Lucas, Easton",687922,93.6,,88.7,82,85.8,,,,,
2023,"Barlow, Joe",669618,93.3,,,85.9,,78.6,,,,
2023,"Coonrod, Sam",656322,95.8,95.1,93.4,,88.1,,,,82.4,
2023,"Abad, Fernando",472551,93,92.4,,,79,77.2,,,,
2023,"Sousa, Bennett",656986,94.6,93.6,,86.7,,,,,,
2023,"De Jesus, Enmanuel",646241,93.4,93.8,,79.7,86.5,,,,,
2023,"Little, Luke",681432,96.6,,,,,,,,80.7,
2023,"Young, Danny",664849,,88.7,,,,,,,77.4,
2023,"Kilian, Caleb",668873,93.6,94.4,88.4,,85.5,79.3,,,82.2,
2023,"Bracho, Silvino",611093,92,,,79.4,81.2,,,,,
2023,"Acton, Garrett",670183,95.3,,,84.6,86.4,,,,,
2023,"Knehr, Reiss",663753,93.6,91.9,88.7,80.6,88.3,,,,,
2023,"McAllister, Zach",502083,,91.7,87.5,,82.9,,,,81.1,
2023,"Senzatela, Antonio",622608,94.4,92.4,,85.7,87.1,78.9,,,,
2023,"Gage, Matt",657424,94,94.3,87,80.7,,,,,,
2023,"Bristo, Braden",668754,,92.1,89.2,,85.1,,,,82.8,
2023,"McCaughan, Darren",670766,88.3,89.3,,80.9,80.4,,,,80.9,
2023,"Nicolas, Kyle",693312,96.8,,,89.5,,83.8,,,,
2023,"Junk, Janson",676083,92.6,92.1,,83.6,,82.2,84.6,,79.6,
2023,"Busenitz, Alan",641427,95,94.9,91.5,,90.8,83.7,,,83.6,
2023,"Krook, Matt",640454,,88.7,86,,82.8,,,,81.1,
2023,"Sherriff, Ryan",595411,,88.7,,79.3,78.7,,,,,
